date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202119,BE,female,8743,sex,529304,88875,1.65,16.79,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.468,46.800000000000004
202120,BE,female,1566,sex,529304,90441,0.3,17.09,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.302,30.2
202121,BE,female,-3009,sex,529304,87432,-0.57,16.52,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.495,49.5
202122,BE,female,-10635,sex,529304,76797,-2.01,14.51,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.627,62.7
202123,BE,female,-2573,sex,529304,74224,-0.49,14.02,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.221,122.10000000000001
202124,BE,female,1062,sex,529304,75286,0.2,14.22,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.243,24.3
202052,BE,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BE,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,BE,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202102,BE,unknown,2,sex,NA,2,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202103,BE,unknown,9,sex,NA,11,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202104,BE,unknown,8,sex,NA,19,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202105,BE,unknown,5,sex,NA,24,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202106,BE,unknown,4,sex,NA,28,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202107,BE,unknown,-2,sex,NA,26,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.001,-0.1
202108,BE,unknown,-7,sex,NA,19,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202109,BE,unknown,0,sex,NA,19,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202110,BE,unknown,-2,sex,NA,17,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.001,-0.1
202111,BE,unknown,2,sex,NA,19,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.002,0.2
202112,BE,unknown,6,sex,NA,25,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202113,BE,unknown,9,sex,NA,34,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202114,BE,unknown,6,sex,NA,40,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.002,0.2
202115,BE,unknown,5,sex,NA,45,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,BE,unknown,16,sex,NA,61,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202117,BE,unknown,19,sex,NA,80,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202118,BE,unknown,36,sex,NA,116,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202119,BE,unknown,17,sex,NA,133,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202120,BE,unknown,3,sex,NA,136,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202121,BE,unknown,-2,sex,NA,134,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202122,BE,unknown,-18,sex,NA,116,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.001,0.1
202123,BE,unknown,9,sex,NA,125,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.004,-0.4
202124,BE,unknown,53,sex,NA,178,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.012,1.2
202052,BL,male,0,sex,141890,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BL,male,70,sex,141890,70,0.05,0.05,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.273,27.3
202101,BL,male,780,sex,141890,850,0.55,0.6,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.481,48.1
202102,BL,male,1334,sex,141890,2184,0.94,1.54,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.444,44.4
202103,BL,male,1415,sex,141890,3599,1,2.54,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.436,43.6
202104,BL,male,-77,sex,141890,3522,-0.05,2.48,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.412,41.199999999999996
202105,BL,male,-867,sex,141890,2655,-0.61,1.87,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.419,41.9
202106,BL,male,-432,sex,141890,2223,-0.3,1.57,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.373,37.3
202107,BL,male,1773,sex,141890,3996,1.25,2.82,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.442,44.2
202108,BL,male,709,sex,141890,4705,0.5,3.32,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.373,37.3
202109,BL,male,1213,sex,141890,5918,0.85,4.17,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.484,48.4
202110,BL,male,723,sex,141890,6641,0.51,4.68,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.45,45
202111,BL,male,-919,sex,141890,5722,-0.65,4.03,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.419,41.9
202112,BL,male,1143,sex,141890,6865,0.81,4.84,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.556,55.60000000000001
202113,BL,male,614,sex,141890,7479,0.43,5.27,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.469,46.9
202114,BL,male,671,sex,141890,8150,0.47,5.74,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.501,50.1
202115,BL,male,4756,sex,141890,12906,3.35,9.1,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.503,50.3
202116,BL,male,3150,sex,141890,16056,2.22,11.32,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.368,36.8
202117,BL,male,1894,sex,141890,17950,1.33,12.65,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.374,37.4
202118,BL,male,1207,sex,141890,19157,0.85,13.5,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.503,50.3
202119,BL,male,-3244,sex,141890,15913,-2.29,11.22,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.486,48.6
202120,BL,male,1371,sex,141890,17284,0.97,12.18,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.076,107.60000000000001
202121,BL,male,95,sex,141890,17379,0.07,12.25,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.046,-4.6
202122,BL,male,1103,sex,141890,18482,0.78,13.03,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.06,106
202123,BL,male,2087,sex,141890,20569,1.47,14.5,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.49,49
202124,BL,male,-1373,sex,141890,19196,-0.97,13.53,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.45,45
202052,BL,female,0,sex,147578,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BL,female,185,sex,147578,185,0.13,0.13,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.723,72.3
202101,BL,female,843,sex,147578,1028,0.57,0.7,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.519,51.9
202102,BL,female,1669,sex,147578,2697,1.13,1.83,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.556,55.60000000000001
202103,BL,female,1827,sex,147578,4524,1.24,3.07,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.564,56.39999999999999
202104,BL,female,-110,sex,147578,4414,-0.07,2.99,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.588,58.8
202105,BL,female,-1204,sex,147578,3210,-0.82,2.18,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.581,58.099999999999994
202106,BL,female,-726,sex,147578,2484,-0.49,1.68,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.627,62.7
202107,BL,female,2238,sex,147578,4722,1.52,3.2,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.558,55.800000000000004
202108,BL,female,1192,sex,147578,5914,0.81,4.01,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.627,62.7
202109,BL,female,1293,sex,147578,7207,0.88,4.88,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.516,51.6
202110,BL,female,885,sex,147578,8092,0.6,5.48,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.55,55.00000000000001
202111,BL,female,-1275,sex,147578,6817,-0.86,4.62,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.581,58.099999999999994
202112,BL,female,913,sex,147578,7730,0.62,5.24,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.444,44.4
202113,BL,female,696,sex,147578,8426,0.47,5.71,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.531,53.1
202114,BL,female,668,sex,147578,9094,0.45,6.16,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.499,49.9
202115,BL,female,4698,sex,147578,13792,3.18,9.35,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.497,49.7
202116,BL,female,5421,sex,147578,19213,3.67,13.02,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.632,63.2
202117,BL,female,3169,sex,147578,22382,2.15,15.17,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.626,62.6
202118,BL,female,1192,sex,147578,23574,0.81,15.97,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.497,49.7
202119,BL,female,-3425,sex,147578,20149,-2.32,13.65,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.514,51.4
202120,BL,female,-97,sex,147578,20052,-0.07,13.59,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.076,-7.6
202121,BL,female,-2144,sex,147578,17908,-1.45,12.13,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.046,104.60000000000001
202122,BL,female,-62,sex,147578,17846,-0.04,12.09,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.06,-6
202123,BL,female,2173,sex,147578,20019,1.47,13.57,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.51,51
202124,BL,female,-1680,sex,147578,18339,-1.14,12.43,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.55,55.00000000000001
202052,BL,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BL,unknown,1,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.004,0.4
202101,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202102,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202103,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202104,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202105,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202106,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202107,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202108,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202109,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202110,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202112,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202113,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202114,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202115,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202117,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202118,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202119,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202120,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202121,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202122,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202123,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202124,BL,unknown,0,sex,NA,1,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202052,BS,male,0,sex,94997,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BS,male,1131,sex,94997,1131,1.19,1.19,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.518,51.800000000000004
202101,BS,male,834,sex,94997,1965,0.88,2.07,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.505,50.5
202102,BS,male,1480,sex,94997,3445,1.56,3.63,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.446,44.6
202103,BS,male,-364,sex,94997,3081,-0.38,3.24,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,2.056,205.6
202104,BS,male,-474,sex,94997,2607,-0.5,2.74,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.769,76.9
202105,BS,male,292,sex,94997,2899,0.31,3.05,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.365,36.5
202106,BS,male,-965,sex,94997,1934,-1.02,2.04,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.471,47.099999999999994
202107,BS,male,-598,sex,94997,1336,-0.63,1.41,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.396,39.6
202108,BS,male,62,sex,94997,1398,0.07,1.47,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0.431,-43.1
202109,BS,male,395,sex,94997,1793,0.42,1.89,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.385,38.5
202110,BS,male,-65,sex,94997,1728,-0.07,1.82,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-3.421,-342.09999999999997
202111,BS,male,171,sex,94997,1899,0.18,2,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.364,36.4
202112,BS,male,740,sex,94997,2639,0.78,2.78,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.365,36.5
202113,BS,male,185,sex,94997,2824,0.19,2.97,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.385,38.5
202114,BS,male,342,sex,94997,3166,0.36,3.33,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.44,44
202115,BS,male,902,sex,94997,4068,0.95,4.28,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.328,32.800000000000004
202116,BS,male,2953,sex,94997,7021,3.11,7.39,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.485,48.5
202117,BS,male,2286,sex,94997,9307,2.41,9.8,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.495,49.5
202118,BS,male,3310,sex,94997,12617,3.48,13.28,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.455,45.5
202119,BS,male,4820,sex,94997,17437,5.07,18.36,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.548,54.800000000000004
202120,BS,male,-1121,sex,94997,16316,-1.18,17.18,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.372,37.2
202121,BS,male,747,sex,94997,17063,0.79,17.96,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.983,98.3
202122,BS,male,1942,sex,94997,19005,2.04,20.01,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.682,68.2
202123,BS,male,-4271,sex,94997,14734,-4.5,15.51,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.514,51.4
202124,BS,male,856,sex,94997,15590,0.9,16.41,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.671,67.10000000000001
202052,BS,female,0,sex,100847,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BS,female,1052,sex,100847,1052,1.04,1.04,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.482,48.199999999999996
202101,BS,female,817,sex,100847,1869,0.81,1.85,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.495,49.5
202102,BS,female,1842,sex,100847,3711,1.83,3.68,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.554,55.400000000000006
202103,BS,female,187,sex,100847,3898,0.19,3.87,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-1.056,-105.60000000000001
202104,BS,female,-142,sex,100847,3756,-0.14,3.72,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.231,23.1
202105,BS,female,509,sex,100847,4265,0.5,4.23,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.635,63.5
202106,BS,female,-1083,sex,100847,3182,-1.07,3.16,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.529,52.900000000000006
202107,BS,female,-914,sex,100847,2268,-0.91,2.25,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.604,60.4
202108,BS,female,-206,sex,100847,2062,-0.2,2.04,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.431,143.1
202109,BS,female,630,sex,100847,2692,0.62,2.67,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.615,61.5
202110,BS,female,84,sex,100847,2776,0.08,2.75,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,4.421,442.1
202111,BS,female,299,sex,100847,3075,0.3,3.05,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.636,63.6
202112,BS,female,1290,sex,100847,4365,1.28,4.33,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.635,63.5
202113,BS,female,295,sex,100847,4660,0.29,4.62,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.615,61.5
202114,BS,female,436,sex,100847,5096,0.43,5.05,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.56,56.00000000000001
202115,BS,female,1847,sex,100847,6943,1.83,6.88,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.672,67.2
202116,BS,female,3140,sex,100847,10083,3.11,10,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.515,51.5
202117,BS,female,2334,sex,100847,12417,2.31,12.31,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.505,50.5
202118,BS,female,3967,sex,100847,16384,3.93,16.25,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.545,54.50000000000001
202119,BS,female,3972,sex,100847,20356,3.94,20.19,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.452,45.2
202120,BS,female,-1896,sex,100847,18460,-1.88,18.3,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.628,62.8
202121,BS,female,13,sex,100847,18473,0.01,18.32,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.017,1.7000000000000002
202122,BS,female,907,sex,100847,19380,0.9,19.22,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.318,31.8
202123,BS,female,-4043,sex,100847,15337,-4.01,15.21,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.486,48.6
202124,BS,female,420,sex,100847,15757,0.42,15.62,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.329,32.9
202052,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202101,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202102,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202103,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202104,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202105,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202106,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202107,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202108,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202109,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202110,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202111,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202112,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202113,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202114,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202115,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202116,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202117,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202118,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202119,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202120,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202121,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202122,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202123,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202124,BS,unknown,0,sex,NA,0,NA,NA,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0,0
202052,FL,male,0,sex,19215,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202053,FL,male,0,sex,19215,0,0,0,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,NA,NA
202101,FL,male,5,sex,19215,5,0.03,0.03,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.833,83.3
202102,FL,male,3,sex,19215,8,0.02,0.04,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.6,60
202103,FL,male,94,sex,19215,102,0.49,0.53,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.283,28.299999999999997
202104,FL,male,138,sex,19215,240,0.72,1.25,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.277,27.700000000000003
202105,FL,male,-3,sex,19215,237,-0.02,1.23,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.6,60
202106,FL,male,-93,sex,19215,144,-0.48,0.75,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.289,28.9
202107,FL,male,201,sex,19215,345,1.05,1.8,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.496,49.6
202108,FL,male,81,sex,19215,426,0.42,2.22,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,1.929,192.9
202109,FL,male,240,sex,19215,666,1.25,3.47,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.455,45.5
202110,FL,male,308,sex,19215,974,1.6,5.07,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.475,47.5
202111,FL,male,-218,sex,19215,756,-1.13,3.93,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.455,45.5
202112,FL,male,165,sex,19215,921,0.86,4.79,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.506,50.6
202113,FL,male,0,sex,19215,921,0,4.79,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,-0,-0
202114,FL,male,-192,sex,19215,729,-1,3.79,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.505,50.5
202115,FL,male,717,sex,19215,1446,3.73,7.53,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.536,53.6
202116,FL,male,658,sex,19215,2104,3.42,10.95,COVID19PartiallyVaccPersons,2021-06-25_09-42-12,detailed,0.57,56.99999999999999
